timestamp,smartMeter,microwave,kettle,computer
2023-05-14 00:00:00,255.707,0.0,0.0,0.0
2023-05-14 00:00:01,255.221,0.0,0.0,0.0
2023-05-14 00:00:02,255.05,0.0,0.0,0.0
2023-05-14 00:00:03,255.231,0.0,0.0,0.0
2023-05-14 00:00:04,255.421,0.0,0.0,0.0
2023-05-14 00:00:05,255.467,0.0,0.0,0.0
2023-05-14 00:00:06,255.85,0.0,0.0,0.0
2023-05-14 00:00:07,255.677,0.0,0.0,0.0
2023-05-14 00:00:08,255.307,0.0,0.0,0.0
2023-05-14 00:00:09,255.607,0.0,0.0,0.0
2023-05-14 00:00:10,255.321,0.0,0.0,0.0
2023-05-14 00:00:11,255.764,0.0,0.0,0.0
2023-05-14 00:00:12,255.464,0.0,0.0,0.0
2023-05-14 00:00:13,255.483,0.0,0.0,0.0
2023-05-14 00:00:14,255.65,0.0,0.0,0.0
2023-05-14 00:00:15,255.436,0.0,0.0,0.0
2023-05-14 00:00:16,255.245,0.0,0.0,0.0
2023-05-14 00:00:17,255.286,0.0,0.0,0.0
2023-05-14 00:00:18,255.388,0.0,0.0,0.0
2023-05-14 00:00:19,256.276,0.0,0.0,0.0
2023-05-14 00:00:20,255.964,0.0,0.0,0.0
2023-05-14 00:00:21,255.721,0.0,0.0,0.0
2023-05-14 00:00:22,256.27,0.0,0.0,0.0
2023-05-14 00:00:23,255.1,0.0,0.0,0.0
2023-05-14 00:00:24,255.264,0.0,0.0,0.0
2023-05-14 00:00:25,255.379,0.0,0.0,0.0
2023-05-14 00:00:26,255.407,0.0,0.0,0.0
2023-05-14 00:00:27,255.417,0.0,0.0,0.0
2023-05-14 00:00:28,255.379,0.0,0.0,0.0
2023-05-14 00:00:29,255.264,0.0,0.0,0.0
2023-05-14 00:00:30,255.107,0.0,0.0,0.0
2023-05-14 00:00:31,255.321,0.0,0.0,0.0
2023-05-14 00:00:32,255.436,0.0,0.0,0.0
2023-05-14 00:00:33,255.3,0.0,0.0,0.0
2023-05-14 00:00:34,255.364,0.0,0.0,0.0
2023-05-14 00:00:35,255.25,0.0,0.0,0.0
2023-05-14 00:00:36,255.45,0.0,0.0,0.0
2023-05-14 00:00:37,255.45,0.0,0.0,0.0
2023-05-14 00:00:38,255.45,0.0,0.0,0.0
2023-05-14 00:00:39,255.369,0.0,0.0,0.0
2023-05-14 00:00:40,255.257,0.0,0.0,0.0
2023-05-14 00:00:41,255.043,0.0,0.0,0.0
2023-05-14 00:00:42,254.95,0.0,0.0,0.0
2023-05-14 00:00:43,255.255,0.0,0.0,0.0
2023-05-14 00:00:44,255.379,0.0,0.0,0.0
2023-05-14 00:00:45,255.671,0.0,0.0,0.0
2023-05-14 00:00:46,255.821,0.0,0.0,0.0
2023-05-14 00:00:47,255.85,0.0,0.0,0.0
2023-05-14 00:00:48,255.717,0.0,0.0,0.0
2023-05-14 00:00:49,255.421,0.0,0.0,0.0
2023-05-14 00:00:50,255.536,0.0,0.0,0.0
2023-05-14 00:00:51,255.771,0.0,0.0,0.0
2023-05-14 00:00:52,255.85,0.0,0.0,0.0
2023-05-14 00:00:53,255.733,0.0,0.0,0.0
2023-05-14 00:00:54,255.755,0.0,0.0,0.0
2023-05-14 00:00:55,255.467,0.0,0.0,0.0
2023-05-14 00:00:56,255.35,0.0,0.0,0.0
2023-05-14 00:00:57,255.433,0.0,0.0,0.0
2023-05-14 00:00:58,255.493,0.0,0.0,0.0
2023-05-14 00:00:59,255.383,0.0,0.0,0.0
2023-05-14 00:01:00,255.342,0.0,0.0,0.0
2023-05-14 00:01:01,255.286,0.0,0.0,0.0
2023-05-14 00:01:02,255.345,0.0,0.0,0.0
2023-05-14 00:01:03,255.636,0.0,0.0,0.0
2023-05-14 00:01:04,255.779,0.0,0.0,0.0
2023-05-14 00:01:05,255.393,0.0,0.0,0.0
