timestamp,smartMeter,kettle,microwave,coffee machine,computer
2022-12-16 00:00:00,248.75,0.0,0.0,0.0,0.0
2022-12-16 00:00:01,248.693,0.0,0.0,0.0,0.0
2022-12-16 00:00:02,248.693,0.0,0.0,0.0,0.0
2022-12-16 00:00:03,248.75,0.0,0.0,0.0,0.0
2022-12-16 00:00:04,248.693,0.0,0.0,0.0,0.0
2022-12-16 00:00:05,248.626,0.0,0.0,0.0,0.0
2022-12-16 00:00:06,248.65,0.0,0.0,0.0,0.0
2022-12-16 00:00:07,248.733,0.0,0.0,0.0,0.0
2022-12-16 00:00:08,248.679,0.0,0.0,0.0,0.0
2022-12-16 00:00:09,248.657,0.0,0.0,0.0,0.0
2022-12-16 00:00:10,248.586,0.0,0.0,0.0,0.0
2022-12-16 00:00:11,248.57,0.0,0.0,0.0,0.0
2022-12-16 00:00:12,248.956,0.0,0.0,0.0,0.0
2022-12-16 00:00:13,249.103,0.0,0.0,0.0,0.0
2022-12-16 00:00:14,249.25,0.0,0.0,0.0,0.0
2022-12-16 00:00:15,248.95,0.0,0.0,0.0,0.0
2022-12-16 00:00:16,248.736,0.0,0.0,0.0,0.0
2022-12-16 00:00:17,248.936,0.0,0.0,0.0,0.0
2022-12-16 00:00:18,249.057,0.0,0.0,0.0,0.0
2022-12-16 00:00:19,249.036,0.0,0.0,0.0,0.0
2022-12-16 00:00:20,248.829,0.0,0.0,0.0,0.0
2022-12-16 00:00:21,248.607,0.0,0.0,0.0,0.0
2022-12-16 00:00:22,248.904,0.0,0.0,0.0,0.0
2022-12-16 00:00:23,248.802,0.0,0.0,0.0,0.0
2022-12-16 00:00:24,248.643,0.0,0.0,0.0,0.0
2022-12-16 00:00:25,248.65,0.0,0.0,0.0,0.0
2022-12-16 00:00:26,248.636,0.0,0.0,0.0,0.0
2022-12-16 00:00:27,248.598,0.0,0.0,0.0,0.0
2022-12-16 00:00:28,248.679,0.0,0.0,0.0,0.0
2022-12-16 00:00:29,248.679,0.0,0.0,0.0,0.0
2022-12-16 00:00:30,248.693,0.0,0.0,0.0,0.0
2022-12-16 00:00:31,248.693,0.0,0.0,0.0,0.0
2022-12-16 00:00:32,248.75,0.0,0.0,0.0,0.0
2022-12-16 00:00:33,248.75,0.0,0.0,0.0,0.0
2022-12-16 00:00:34,248.75,0.0,0.0,0.0,0.0
2022-12-16 00:00:35,248.674,0.0,0.0,0.0,0.0
2022-12-16 00:00:36,248.564,0.0,0.0,0.0,0.0
2022-12-16 00:00:37,248.693,0.0,0.0,0.0,0.0
2022-12-16 00:00:38,248.65,0.0,0.0,0.0,0.0
2022-12-16 00:00:39,248.679,0.0,0.0,0.0,0.0
2022-12-16 00:00:40,248.693,0.0,0.0,0.0,0.0
2022-12-16 00:00:41,249.093,0.0,0.0,0.0,0.0
2022-12-16 00:00:42,249.126,0.0,0.0,0.0,0.0
2022-12-16 00:00:43,248.74,0.0,0.0,0.0,0.0
2022-12-16 00:00:44,249.198,0.0,0.0,0.0,0.0
